date,ticker,sector,open,high,low,close,adj_close,volume,range_pct,daily_return_pct,overnight_gap_pct,intraday_move_pct,abs_overnight_gap_pct,abs_intraday_move_pct,year,month,weekday
2025-09-16,TCS.NS,Technology,3128.0,3150.0,3109.10009765625,3145.699951171875,3020.318115234375,2573429,1.307541635030371,1.0861547571844534,0.5173719644428182,0.5658552164921675,0.5173719644428182,0.5658552164921675,2025,9,1
2024-04-03,DABUR.NS,Consumer Staples,530.9000244140625,532.4000244140625,528.5999755859375,531.0,511.42230224609375,1176084,0.7157748452392696,-0.1128622297764776,-0.131668774270259,0.0188313394876634,0.131668774270259,0.0188313394876634,2024,4,2
2025-04-21,TECHM.NS,Technology,1304.0,1389.0,1303.0,1373.5,1301.0665283203125,3759267,6.595092024539877,5.104067085985212,-0.2142675790864829,5.329754601226994,0.2142675790864829,5.329754601226994,2025,4,0
2024-10-25,HCLTECH.NS,Technology,1860.0,1871.550048828125,1840.199951171875,1852.3499755859373,1720.8106689453125,4078295,1.6854891213037633,0.403813272984323,0.8184712117792524,-0.4112916351646505,0.8184712117792524,0.4112916351646505,2024,10,4
2025-07-15,BRITANNIA.NS,Consumer Staples,5800.0,5820.0,5762.0,5785.5,5710.66162109375,164143,1.0,0.1298026998961578,0.380754586362063,-0.25,0.380754586362063,0.25,2025,7,1
2024-03-07,WIPRO.NS,Technology,256.875,260.20001220703125,255.25,257.75,241.6150054931641,9707982,1.9270120513990268,0.4579509839487597,0.1169201125192537,0.340632603406326,0.1169201125192537,0.340632603406326,2024,3,3
2025-04-25,WIPRO.NS,Technology,243.9499969482422,246.1499938964844,238.0500030517578,240.8999938964844,230.3070373535156,16620430,3.3203488198629088,-0.7621034412010814,0.4943344791934861,-1.2502574666581852,0.4943344791934861,1.2502574666581852,2025,4,4
2024-03-18,DABUR.NS,Consumer Staples,526.5499877929688,526.5499877929688,521.0999755859375,523.5999755859375,504.2951354980469,1247334,1.035041749763388,-0.5602530197363045,0.0,-0.5602530197363045,0.0,0.5602530197363045,2024,3,0
2024-10-21,ITC.NS,Consumer Staples,468.6508483886719,469.5174865722656,459.6475830078125,465.7139587402344,429.2473449707031,7680088,2.106024900709792,-0.6266690135172472,0.0,-0.6266690135172472,0.0,0.6266690135172472,2024,10,0
2024-08-28,PERSISTENT.NS,Technology,4925.0,5050.0,4840.10009765625,4997.9501953125,4950.29443359375,648876,4.261926951142132,1.800580381944548,0.3146967833537117,1.4812222398477155,0.3146967833537117,1.4812222398477155,2024,8,2
2025-01-27,MARICO.NS,Consumer Staples,661.0499877929688,667.0,654.25,656.6500244140625,646.7343139648438,467561,1.928749751976868,-1.4335015938127833,-0.7730447793000124,-0.6656022177076653,0.7730447793000124,0.6656022177076653,2025,1,0
2024-02-16,DABUR.NS,Consumer Staples,545.0999755859375,547.8499755859375,541.0,544.5,524.4246215820312,839405,1.256645733394932,0.0551245472693273,0.1653736418079819,-0.1100670726122443,0.1653736418079819,0.1100670726122443,2024,2,4
2024-10-11,ITC.NS,Consumer Staples,474.71722412109375,475.6319885253906,469.3248901367188,470.09521484375,433.2855529785156,14949380,1.328601126775847,-0.782445256882538,0.1930687326620574,-0.973634206321686,0.1930687326620574,0.973634206321686,2024,10,4
2025-06-04,NESTLEIND.NS,Consumer Staples,1194.199951171875,1201.9000244140625,1192.449951171875,1198.75,1181.6402587890625,1174082,0.7913309017400387,0.2550847999229008,-0.1254495325963581,0.3810123106821443,0.1254495325963581,0.3810123106821443,2025,6,2
2024-05-06,ITC.NS,Consumer Staples,421.7568664550781,424.1160278320313,417.2793273925781,418.6274108886719,378.8643493652344,10753860,1.6210051295469092,-0.3895006557878451,0.3551391445145536,-0.7420046513314021,0.3551391445145536,0.7420046513314021,2024,5,0
2025-01-24,DABUR.NS,Consumer Staples,524.6500244140625,527.0,518.5999755859375,521.6500244140625,507.1782836914063,1031251,1.6010719571477732,-0.5623239247352487,0.0095403794232165,-0.5718097513386086,0.0095403794232165,0.5718097513386086,2025,1,4
2025-06-16,HCLTECH.NS,Technology,1692.0,1729.4000244140625,1683.4000244140625,1723.0,1635.538818359375,2116100,2.7186761229314422,1.6339261708287316,-0.1946586877294173,1.8321513002364065,0.1946586877294173,1.8321513002364065,2025,6,0
2025-02-27,NESTLEIND.NS,Consumer Staples,1130.0999755859375,1140.9000244140625,1125.0,1139.0999755859375,1122.841552734375,1502006,1.4069573274540257,1.2353381636380163,0.435480325870901,0.7963897172313144,0.435480325870901,0.7963897172313144,2025,2,3
2025-12-19,ITC.NS,Consumer Staples,400.25,402.6499938964844,400.25,401.0499877929688,382.399658203125,10654835,0.5996237093027795,0.162336140457689,-0.0374610136790244,0.1998720282245471,0.0374610136790244,0.1998720282245471,2025,12,4
2024-02-01,TECHM.NS,Technology,1330.0,1336.3499755859375,1309.75,1312.5,1209.802001953125,2286420,1.999998164356203,-1.5858751566667375,-0.2736868254222943,-1.3157894736842104,0.2736868254222943,1.3157894736842104,2024,2,3
2025-02-21,PERSISTENT.NS,Technology,5925.0,5937.39990234375,5680.0,5710.2998046875,5674.59033203125,335451,4.344302149261604,-3.5080028571289485,0.1199766432926323,-3.623631988396624,0.1199766432926323,3.623631988396624,2025,2,4
2024-04-10,MARICO.NS,Consumer Staples,513.2000122070312,516.5999755859375,507.1499938964844,515.2000122070312,507.4203186035156,937271,1.841383761627988,1.1088263270370478,0.716323128545636,0.3897116041363567,0.716323128545636,0.3897116041363567,2024,4,2
2024-06-25,ITC.NS,Consumer Staples,407.3131408691406,408.2760620117188,404.1836853027344,407.6020202636719,375.6857299804688,10655609,1.0047249396991962,0.0,-0.0708729054739174,0.0709231707857075,0.0708729054739174,0.0709231707857075,2024,6,1
2024-08-07,TECHM.NS,Technology,1500.800048828125,1515.25,1471.0,1473.6500244140625,1383.508056640625,3002937,2.9484274094041965,-0.6572738195721154,1.1729826161311712,-1.8090367491167227,1.1729826161311712,1.8090367491167227,2024,8,2
2024-06-20,TCS.NS,Technology,3796.0,3809.949951171875,3780.050048828125,3787.25,3510.431396484375,2846526,0.7876686602673867,-0.3800918367432127,-0.1499316422938109,-0.2305057955742887,0.1499316422938109,0.2305057955742887,2024,6,3
2025-11-11,TCS.NS,Technology,3045.0,3055.699951171875,3018.0,3047.0,2936.463623046875,2806868,1.238093634544335,0.7206151388333948,0.6545038062841114,0.0656814449917898,0.6545038062841114,0.0656814449917898,2025,11,1
2025-07-30,PERSISTENT.NS,Technology,5185.0,5195.5,5099.5,5162.5,5144.0478515625,365158,1.8514946962391516,-0.2704530087897228,0.1642036124794745,-0.433944069431051,0.1642036124794745,0.433944069431051,2025,7,2
2024-08-01,MARICO.NS,Consumer Staples,675.6500244140625,681.4500122070312,670.5999755859375,674.9000244140625,664.7088012695312,1148693,1.6058663848200292,0.1186840019434188,0.2299434630267824,-0.1110042141492432,0.2299434630267824,0.1110042141492432,2024,8,3
2024-07-02,TECHM.NS,Technology,1480.0,1498.0,1470.0,1472.1500244140625,1356.9599609375,2092643,1.891891891891892,0.0033998253484841,0.5366499928728051,-0.5304037558065878,0.5366499928728051,0.5304037558065878,2024,7,1
2024-05-21,HCLTECH.NS,Technology,1314.0,1349.8499755859375,1314.0,1341.9000244140625,1229.0709228515625,4966721,2.7283086442874813,0.652570774139332,-1.4401404046706088,2.123289529228501,1.4401404046706088,2.123289529228501,2024,5,1
2024-09-19,TCS.NS,Technology,4390.0498046875,4422.2001953125,4281.7998046875,4296.14990234375,3991.383544921875,2927551,3.19815029148614,-1.1504435218177007,1.0100871651959378,-2.138925673314409,1.0100871651959378,2.138925673314409,2024,9,3
2024-11-18,INFY.NS,Technology,1849.199951171875,1849.199951171875,1795.0,1811.449951171875,1722.11669921875,4839244,2.930994624866144,-2.847877303675681,-0.8232601568350272,-2.0414233720954336,0.8232601568350272,2.0414233720954336,2024,11,0
2024-08-27,HINDUNILVR.NS,Consumer Staples,2809.0,2824.10009765625,2759.550048828125,2766.89990234375,2658.460693359375,1357212,2.2979725463910645,-1.922974740014002,-0.4306719871090907,-1.498757481532574,0.4306719871090907,1.498757481532574,2024,8,1
2024-10-17,TCS.NS,Technology,4112.7998046875,4129.9501953125,4092.949951171875,4109.0,3817.510009765625,2522659,0.8996364009367668,0.3431067289138471,0.4358991862774002,-0.092389731276714,0.4358991862774002,0.092389731276714,2024,10,3
2025-04-23,MARICO.NS,Consumer Staples,710.9500122070312,719.4000244140625,707.0999755859375,716.5499877929688,709.4833984375,2282463,1.7300863094356598,1.0434975850167238,0.2538232716632839,0.7876750108707737,0.2538232716632839,0.7876750108707737,2025,4,2
2025-08-12,NESTLEIND.NS,Consumer Staples,1108.0,1109.5999755859375,1089.0,1091.0999755859375,1080.048828125,758197,1.8592035727380416,-1.25792076145362,0.2714932126696832,-1.5252729615579874,0.2714932126696832,1.5252729615579874,2025,8,1
2024-03-11,TCS.NS,Technology,4089.0,4153.0,4089.0,4122.35009765625,3793.466552734375,2304068,1.5651748593788213,0.3346638678182304,-0.477050508454957,0.8156052251467351,0.477050508454957,0.8156052251467351,2024,3,0
2025-08-21,INFY.NS,Technology,1508.0,1508.0,1484.300048828125,1496.4000244140625,1442.619873046875,6565539,1.5716147991959548,0.0133720925489133,0.7886679062436005,-0.7692291502611075,0.7886679062436005,0.7692291502611075,2025,8,3
2024-08-21,ITC.NS,Consumer Staples,481.4576110839844,490.1238708496094,480.5428466796875,486.6573791503906,448.5508117675781,8801221,1.9900036782782489,1.3231786429999224,0.2405750469865692,1.0800053725808094,0.2405750469865692,1.0800053725808094,2024,8,2
2024-01-18,DABUR.NS,Consumer Staples,546.2000122070312,549.9500122070312,535.3499755859375,539.4500122070312,519.5608520507812,1520695,2.673020193115588,-1.8200017795671697,-0.5915005783593301,-1.2358110306012744,0.5915005783593301,1.2358110306012744,2024,1,3
